,ticker,recommendation date,recommendation,subsector,averageVolume10days,price_0406,price_0405,price_0204,price_1403,price_2412,free_cash_flow,short_term_debt,long_term_debt,ebitda,market_cap,sector,debt/ebitda,debt/cash,up,text,size,color
252,CSOD,2020-04-13 11:37:10,Buy,Software—Application,708812,42.2,32.9,29.86,33.05,58.14,97.52,7.24,67.19,58.7,2680.0,Technology,1.2679727427597953,0.763228055783429,0.3777251184834123,Ticker:CSOD<br>Subsector:Software—Application<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-13 11:37:10<br>averageVolume10days:708812<br>Down:0.3777251184834123,7.554502369668246,#09f349
253,GLW,2020-04-29 10:16:03,Equal-Weight,Electronic Components,5682812,25.86,20.2,18.93,22.58,28.59,132.0,11.0,7729.0,2809.0,19140.0,Technology,2.755428978284087,58.63636363636363,0.10556844547563804,Ticker:GLW<br>Subsector:Electronic Components<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-04-29 10:16:03<br>averageVolume10days:5682812<br>Down:0.10556844547563804,2.111368909512761,
257,COTY,2020-06-02 12:35:47,Hold,Household & Personal Products,41236487,5.19,5.33,4.46,7.77,10.89,213.0,193.8,7469.9,-2735.5,3620.0,Consumer Defensive,-2.80157192469384,35.97981220657277,1.098265895953757,Ticker:COTY<br>Subsector:Household & Personal Products<br>YF Recomm:Hold<br>YF Recomm Date:2020-06-02 12:35:47<br>averageVolume10days:41236487<br>Down:1.098265895953757,21.96531791907514,
260,CR,2020-04-29 10:39:04,Hold,Specialty Industrial Machinery,431412,65.85,49.99,46.51,55.1,85.56,325.1,149.4,842.0,323.9,3490.0,Industrials,3.060821241123804,3.0495232236235004,0.2993166287015947,Ticker:CR<br>Subsector:Specialty Industrial Machinery<br>YF Recomm:Hold<br>YF Recomm Date:2020-04-29 10:39:04<br>averageVolume10days:431412<br>Down:0.2993166287015947,5.986332574031894,
263,CROX,2020-04-06 20:01:11,Positive,Footwear & Accessories,1366662,35.13,22.3,15.54,19.34,40.03,53.38,48.59,205.0,152.86,2160.0,Consumer Cyclical,1.6589689912338086,4.750655676283252,0.13948192428124107,Ticker:CROX<br>Subsector:Footwear & Accessories<br>YF Recomm:Positive<br>YF Recomm Date:2020-04-06 20:01:11<br>averageVolume10days:1366662<br>Down:0.13948192428124107,2.7896384856248213,
267,CFR,2020-05-18 14:55:40,Sell,Banks—Regional,481762,86.63,66.64,52.89,61.69,96.19,427.37,98.86,0.0,438.0,4870.0,Financial Services,0.2257077625570776,0.23132180546130987,0.11035438069952686,Ticker:CFR<br>Subsector:Banks—Regional<br>YF Recomm:Sell<br>YF Recomm Date:2020-05-18 14:55:40<br>averageVolume10days:481762<br>Down:0.11035438069952686,2.207087613990537,
269,CW,2020-04-17 16:07:25,Buy,Specialty Industrial Machinery,251025,112.51,96.65,86.64,96.23,143.06,351.65,0.0,760.64,506.37,4410.0,Industrials,1.5021427019768154,2.163059860656903,0.2715314194293841,Ticker:CW<br>Subsector:Specialty Industrial Machinery<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-17 16:07:25<br>averageVolume10days:251025<br>Down:0.2715314194293841,5.430628388587682,#09f349
270,CVS,2020-05-14 09:36:47,Outperform,Healthcare Plans,6611600,67.28,59.95,57.86,59.15,73.27,10391.0,3781.0,64699.0,16358.0,87380.0,Healthcare,4.186330847291845,6.59031854489462,0.0890309155766944,Ticker:CVS<br>Subsector:Healthcare Plans<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-14 09:36:47<br>averageVolume10days:6611600<br>Down:0.0890309155766944,1.780618311533888,
272,DRI,2020-06-02 12:05:16,Equal-Weight,Restaurants,3097812,91.87,70.62,46.02,65.32,107.86,815.6,471.9,927.7,1169.2,11160.0,Consumer Cyclical,1.1970578173109818,1.716037273173124,0.17405028845107218,Ticker:DRI<br>Subsector:Restaurants<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-06-02 12:05:16<br>averageVolume10days:3097812<br>Down:0.17405028845107218,3.4810057690214435,
273,DAR,2020-03-09 11:55:23,Buy,Packaged Foods,985175,26.37,19.93,17.24,19.23,27.81,-0.53,91.0,1558.43,807.18,3970.0,Consumer Defensive,2.043447558165465,-3112.132075471698,0.05460750853242313,Ticker:DAR<br>Subsector:Packaged Foods<br>YF Recomm:Buy<br>YF Recomm Date:2020-03-09 11:55:23<br>averageVolume10days:985175<br>Down:0.05460750853242313,1.0921501706484626,#09f349
274,PLAY,2020-04-22 14:37:07,Hold,Restaurants,12592275,23.05,11.26,10.7,13.27,40.96,60.85,15.0,632.69,280.54,750.0,Consumer Cyclical,2.3087260283738504,10.644042728019722,0.7770065075921908,Ticker:PLAY<br>Subsector:Restaurants<br>YF Recomm:Hold<br>YF Recomm Date:2020-04-22 14:37:07<br>averageVolume10days:12592275<br>Down:0.7770065075921908,15.540130151843815,
279,DAL,2020-04-23 13:26:55,Overweight,Airlines,70593662,37.2,22.57,23.87,38.36,59.03,3545.0,2287.0,8873.0,9199.0,18160.0,Industrials,1.2131753451462115,3.148095909732017,0.5868279569892472,Ticker:DAL<br>Subsector:Airlines<br>YF Recomm:Overweight<br>YF Recomm Date:2020-04-23 13:26:55<br>averageVolume10days:70593662<br>Down:0.5868279569892472,11.736559139784944,
280,DLX,2020-02-12 13:20:42,Neutral,Advertising Agencies,586562,30.0,26.12,24.84,29.49,49.89,220.06,0.0,883.5,-8.05,1130.0,Communication Services,-109.75155279503105,4.014814141597746,0.663,Ticker:DLX<br>Subsector:Advertising Agencies<br>YF Recomm:Neutral<br>YF Recomm Date:2020-02-12 13:20:42<br>averageVolume10days:586562<br>Down:0.663,13.260000000000002,
283,FANG,2020-06-03 12:27:07,Overweight,Oil & Gas E&P,2443387,51.58,42.13,24.84,26.94,87.68,2734.0,0.0,5371.0,2151.0,7510.0,Energy,2.496978149697815,1.9645208485735186,0.6998836758433504,Ticker:FANG<br>Subsector:Oil & Gas E&P<br>YF Recomm:Overweight<br>YF Recomm Date:2020-06-03 12:27:07<br>averageVolume10days:2443387<br>Down:0.6998836758433504,13.997673516867009,
284,DKS,2020-06-04 12:18:41,Equal-Weight,Specialty Retail,4508037,38.47,27.24,17.78,26.42,46.26,187.15,422.97,2453.35,646.06,3280.0,Consumer Cyclical,4.452094232733802,15.369062249532458,0.2024954510007797,Ticker:DKS<br>Subsector:Specialty Retail<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-06-04 12:18:41<br>averageVolume10days:4508037<br>Down:0.2024954510007797,4.049909020015594,
287,DFS,2020-05-20 12:47:44,Neutral,Credit Services,7530875,64.09,40.91,31.18,51.19,83.9,5912.0,0.0,25701.0,4692.0,17500.0,Financial Services,5.477621483375959,4.347259810554804,0.3090965829302543,Ticker:DFS<br>Subsector:Credit Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-20 12:47:44<br>averageVolume10days:7530875<br>Down:0.3090965829302543,6.1819316586050865,
288,DISCA,2020-05-11 11:19:20,Neutral,Entertainment,4728075,24.16,21.87,19.45,22.89,32.9,2429.0,1860.0,15185.0,6620.0,10690.0,Communication Services,2.574773413897281,7.017291066282421,0.36175496688741715,Ticker:DISCA<br>Subsector:Entertainment<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-11 11:19:20<br>averageVolume10days:4728075<br>Down:0.36175496688741715,7.235099337748343,
289,DISCK,2020-05-05 12:26:26,Equal-Weight,Entertainment,2128537,21.75,19.93,17.64,21.29,30.57,3110.0,609.0,14810.0,7209.0,10690.0,Communication Services,2.1388542100152588,4.957877813504823,0.40551724137931044,Ticker:DISCK<br>Subsector:Entertainment<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-05 12:26:26<br>averageVolume10days:2128537<br>Down:0.40551724137931044,8.110344827586209,
296,DCI,2020-06-03 13:47:48,Hold,Specialty Industrial Machinery,645675,51.01,42.65,36.08,43.94,57.94,195.1,50.2,584.4,469.3,6300.0,Industrials,1.3522267206477734,3.2526909277293696,0.1358557145657715,Ticker:DCI<br>Subsector:Specialty Industrial Machinery<br>YF Recomm:Hold<br>YF Recomm Date:2020-06-03 13:47:48<br>averageVolume10days:645675<br>Down:0.1358557145657715,2.71711429131543,
298,DOV,2020-04-22 12:34:19,Overweight,Specialty Industrial Machinery,983762,107.82,90.18,79.58,90.29,114.74,758.5,84.7,2985.72,1247.18,14890.0,Industrials,2.461890023893904,4.048015820698747,0.06418104247820433,Ticker:DOV<br>Subsector:Specialty Industrial Machinery<br>YF Recomm:Overweight<br>YF Recomm Date:2020-04-22 12:34:19<br>averageVolume10days:983762<br>Down:0.06418104247820433,1.2836208495640866,
299,DOW,2020-05-14 09:34:44,Hold,Chemicals,5220425,44.71,32.48,26.56,25.24,53.09,3969.0,435.0,15975.0,1691.0,30840.0,Basic Materials,9.704316972205795,4.134542705971278,0.18743010512189673,Ticker:DOW<br>Subsector:Chemicals<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-14 09:34:44<br>averageVolume10days:5220425<br>Down:0.18743010512189673,3.7486021024379346,
301,DRQ,2020-05-27 10:50:25,Neutral,Oil & Gas Equipment & Services,352037,35.67,30.0,29.01,31.63,47.39,3.18,1.31,3.8,36.82,1120.0,Energy,0.13878326996197718,1.6069182389937104,0.32856742360527047,Ticker:DRQ<br>Subsector:Oil & Gas Equipment & Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-27 10:50:25<br>averageVolume10days:352037<br>Down:0.32856742360527047,6.571348472105409,
303,DLTH,2020-06-05 13:12:48,Hold,Apparel Retail,395475,7.18,4.01,3.53,5.67,9.78,-17.74,0.56,106.12,50.19,180.0,Consumer Cyclical,2.1255230125523017,-6.0135287485907565,0.3621169916434539,Ticker:DLTH<br>Subsector:Apparel Retail<br>YF Recomm:Hold<br>YF Recomm Date:2020-06-05 13:12:48<br>averageVolume10days:395475<br>Down:0.3621169916434539,7.242339832869078,
304,DXC,2020-06-01 12:51:24,Overweight,Information Technology Services,10087175,17.65,16.59,11.96,14.85,36.79,1719.0,482.0,8672.0,-3272.0,4530.0,Technology,-2.797677261613692,5.325189063408959,1.0844192634560907,Ticker:DXC<br>Subsector:Information Technology Services<br>YF Recomm:Overweight<br>YF Recomm Date:2020-06-01 12:51:24<br>averageVolume10days:10087175<br>Down:1.0844192634560907,21.688385269121817,
305,DY,2020-05-21 15:11:31,Buy,Engineering & Construction,645325,45.45,29.69,23.95,20.3,47.93,-62.58,26.58,844.4,290.23,1460.0,Industrials,3.000999207525066,-13.917865132630235,0.05456545654565459,Ticker:DY<br>Subsector:Engineering & Construction<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-21 15:11:31<br>averageVolume10days:645325<br>Down:0.05456545654565459,1.0913091309130918,#09f349
306,EGRX,2020-03-02 17:12:29,Neutral,Drug Manufacturers—Specialty & Generic,182075,48.78,52.34,43.24,39.31,60.4,55.21,5.0,33.56,26.95,680.0,Healthcare,1.4307977736549167,0.6984241985147619,0.23821238212382112,Ticker:EGRX<br>Subsector:Drug Manufacturers—Specialty & Generic<br>YF Recomm:Neutral<br>YF Recomm Date:2020-03-02 17:12:29<br>averageVolume10days:182075<br>Down:0.23821238212382112,4.764247642476422,
307,EWBC,2020-05-19 15:01:40,Buy,Banks—Diversified,1591537,41.87,33.74,24.18,31.71,48.46,725.97,28.67,152.27,1010.47,5400.0,Financial Services,0.179065187487011,0.24923894926787607,0.15739192739431584,Ticker:EWBC<br>Subsector:Banks—Diversified<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-19 15:01:40<br>averageVolume10days:1591537<br>Down:0.15739192739431584,3.147838547886317,#09f349
309,EV,2020-06-02 12:07:07,Buy,Asset Management,2022800,43.1,34.85,29.99,32.34,46.41,476.92,0.0,620.51,523.43,4670.0,Financial Services,1.1854689261219267,1.3010777488887024,0.07679814385150796,Ticker:EV<br>Subsector:Asset Management<br>YF Recomm:Buy<br>YF Recomm Date:2020-06-02 12:07:07<br>averageVolume10days:2022800<br>Down:0.07679814385150796,1.5359628770301592,#09f349
314,EIX,2020-05-27 14:18:27,Neutral,Utilities—Regulated Electric,2778437,59.7,56.33,51.27,52.64,73.32,-5184.0,479.0,17864.0,3624.0,22180.0,Utilities,5.061534216335541,-3.5383873456790123,0.22814070351758775,Ticker:EIX<br>Subsector:Utilities—Regulated Electric<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-27 14:18:27<br>averageVolume10days:2778437<br>Down:0.22814070351758775,4.562814070351755,
315,EDIT,2020-05-11 13:11:47,Equal-Weight,Biotechnology,925350,27.1,24.94,18.5,19.35,32.24,-46.84,5.8,23.28,-138.12,1510.0,Healthcare,-0.21054155806545033,-0.6208368915456874,0.18966789667896689,Ticker:EDIT<br>Subsector:Biotechnology<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-11 13:11:47<br>averageVolume10days:925350<br>Down:0.18966789667896689,3.7933579335793377,
317,EHTH,2020-04-27 12:35:05,Buy,Insurance Brokers,475662,118.03,103.28,133.64,122.74,94.9,-78.13,4.76,0.0,90.38,3300.0,Financial Services,0.05266651914140297,-0.06092410085754512,0.13225451156485635,Ticker:EHTH<br>Subsector:Insurance Brokers<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-27 12:35:05<br>averageVolume10days:475662<br>Down:0.13225451156485635,2.645090231297127,#09f349
318,ELAN,2020-05-15 13:36:29,Buy,Drug Manufacturers—Specialty & Generic,5616812,23.34,23.97,20.15,22.43,29.07,83.7,24.5,2330.5,392.7,9150.0,Healthcare,5.99694423223835,28.136200716845877,0.24550128534704374,Ticker:ELAN<br>Subsector:Drug Manufacturers—Specialty & Generic<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-15 13:36:29<br>averageVolume10days:5616812<br>Down:0.24550128534704374,4.910025706940875,#09f349
321,EME,2020-05-01 11:03:30,Neutral,Engineering & Construction,361571,71.4,59.48,56.52,62.76,88.19,307.27,53.14,204.95,554.08,3740.0,Industrials,0.46579916257580123,0.8399453249585055,0.2351540616246497,Ticker:EME<br>Subsector:Engineering & Construction<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-01 11:03:30<br>averageVolume10days:361571<br>Down:0.2351540616246497,4.703081232492994,
323,EMR,2020-04-22 12:35:58,Equal-Weight,Specialty Industrial Machinery,3244525,66.05,53.77,45.26,49.85,75.55,2412.0,1444.0,4277.0,3681.0,37590.0,Industrials,1.554197229013855,2.3718905472636815,0.14383043149129437,Ticker:EMR<br>Subsector:Specialty Industrial Machinery<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-04-22 12:35:58<br>averageVolume10days:3244525<br>Down:0.14383043149129437,2.8766086298258875,
324,ENTA,2020-03-17 11:30:14,Outperform,Biotechnology,186925,51.35,51.12,50.34,53.93,64.55,66.0,0.2,0.2,44.33,1020.0,Healthcare,0.009023234829686443,0.006060606060606061,0.2570593962999026,Ticker:ENTA<br>Subsector:Biotechnology<br>YF Recomm:Outperform<br>YF Recomm Date:2020-03-17 11:30:14<br>averageVolume10days:186925<br>Down:0.2570593962999026,5.141187925998052,
326,ENDP,2020-04-15 12:42:38,Overweight,Drug Manufacturers—Specialty & Generic,6230900,4.09,4.32,3.07,3.93,4.84,34.2,34.15,8359.9,286.06,920.0,Healthcare,29.343669160316015,245.44005847953213,0.18337408312958425,Ticker:ENDP<br>Subsector:Drug Manufacturers—Specialty & Generic<br>YF Recomm:Overweight<br>YF Recomm Date:2020-04-15 12:42:38<br>averageVolume10days:6230900<br>Down:0.18337408312958425,3.667481662591685,
327,ET,2020-06-01 12:57:03,Equal-Weight,Oil & Gas Midstream,20645100,9.42,7.79,4.84,6.48,12.27,99.0,2655.0,43373.0,8207.0,22980.0,Energy,5.608383087608139,464.92929292929296,0.302547770700637,Ticker:ET<br>Subsector:Oil & Gas Midstream<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-06-01 12:57:03<br>averageVolume10days:20645100<br>Down:0.302547770700637,6.05095541401274,
331,EOG,2020-05-19 11:58:12,Equal-Weight,Oil & Gas E&P,4754300,59.21,46.74,34.29,34.49,82.37,8163.18,1014.52,4160.92,7448.72,32229.999999999996,Energy,0.6948093095189509,0.6339980252793642,0.39115014355683164,Ticker:EOG<br>Subsector:Oil & Gas E&P<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-19 11:58:12<br>averageVolume10days:4754300<br>Down:0.39115014355683164,7.823002871136633,
333,PLUS,2020-02-11 11:52:02,Buy,Software—Application,102312,76.63,68.34,57.52,60.48,86.51,-74.17,22.99,0.0,114.44,1010.0,Technology,0.20089129674938833,-0.30996359714170146,0.12893122797859857,Ticker:PLUS<br>Subsector:Software—Application<br>YF Recomm:Buy<br>YF Recomm Date:2020-02-11 11:52:02<br>averageVolume10days:102312<br>Down:0.12893122797859857,2.5786245595719715,#09f349
337,ETRN,2020-04-27 11:44:46,Overweight,Oil & Gas Midstream,4427312,9.1,8.57,4.84,5.12,12.01,9.12,6.0,562.48,356.66,1970.0,Energy,1.5938989513822688,62.33333333333334,0.31978021978021975,Ticker:ETRN<br>Subsector:Oil & Gas Midstream<br>YF Recomm:Overweight<br>YF Recomm Date:2020-04-27 11:44:46<br>averageVolume10days:4427312<br>Down:0.31978021978021975,6.395604395604395,
338,ESPR,2020-05-07 17:32:50,Buy,Biotechnology,667062,44.51,39.38,30.04,34.43,55.79,-71.29,0.45,1.11,-92.6,1170.0,Healthcare,-0.016846652267818576,-0.021882451956796185,0.25342619636036856,Ticker:ESPR<br>Subsector:Biotechnology<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-07 17:32:50<br>averageVolume10days:667062<br>Down:0.25342619636036856,5.068523927207371,#09f349
339,ESS,2020-05-27 11:59:31,Hold,REIT—Residential,411237,259.3,242.29,200.32,273.22,292.21,919.08,55.0,55.0,999.04,16550.0,Real Estate,0.11010570147341449,0.11968490229359795,0.12691862707288837,Ticker:ESS<br>Subsector:REIT—Residential<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-27 11:59:31<br>averageVolume10days:411237<br>Down:0.12691862707288837,2.5383725414577674,
341,EEFT,2020-06-03 13:35:05,Buy,Software—Infrastructure,840937,111.82,89.68,75.98,91.79,159.84,373.2,127.35,1090.94,604.03,5710.0,Technology,2.016936244888499,3.2644426580921757,0.4294401717045253,Ticker:EEFT<br>Subsector:Software—Infrastructure<br>YF Recomm:Buy<br>YF Recomm Date:2020-06-03 13:35:05<br>averageVolume10days:840937<br>Down:0.4294401717045253,8.588803434090506,#09f349
343,EVR,2020-04-23 12:34:02,Overweight,Capital Markets,537675,68.0,49.02,45.18,48.92,74.31,433.88,33.32,217.25,473.44,2500.0,Financial Services,0.529253970936127,0.5775099105743523,0.0927941176470588,Ticker:EVR<br>Subsector:Capital Markets<br>YF Recomm:Overweight<br>YF Recomm Date:2020-04-23 12:34:02<br>averageVolume10days:537675<br>Down:0.0927941176470588,1.855882352941176,
345,EVH,2020-06-05 11:38:17,Neutral,Health Information Services,3519812,6.15,6.54,4.8,5.48,8.06,-78.18,6.27,68.86,-230.61,530.0,Healthcare,-0.32578812714106065,-0.9609874648247633,0.3105691056910569,Ticker:EVH<br>Subsector:Health Information Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-06-05 11:38:17<br>averageVolume10days:3519812<br>Down:0.3105691056910569,6.211382113821138,
346,EXEL,2020-06-01 15:43:50,Outperform,Biotechnology,2938575,23.01,25.63,16.46,16.77,18.8,514.12,6.6,48.01,377.82,7110.0,Healthcare,0.1445397279127627,0.10622033766435851,0.11386353759235113,Ticker:EXEL<br>Subsector:Biotechnology<br>YF Recomm:Outperform<br>YF Recomm Date:2020-06-01 15:43:50<br>averageVolume10days:2938575<br>Down:0.11386353759235113,2.2772707518470225,
347,EXC,2020-06-05 12:36:00,Buy,Utilities—Diversified,5491637,39.91,35.07,33.12,35.97,44.37,1050.0,1349.0,34075.0,9869.0,38890.0,Utilities,3.589421420609991,33.73714285714286,0.11175144074166887,Ticker:EXC<br>Subsector:Utilities—Diversified<br>YF Recomm:Buy<br>YF Recomm Date:2020-06-05 12:36:00<br>averageVolume10days:5491637<br>Down:0.11175144074166887,2.2350288148333775,#09f349
348,EXLS,2020-05-13 15:26:26,Market Perform,Information Technology Services,211650,66.18,61.27,48.25,58.45,70.66,128.28,40.87,194.13,158.45,2210.0,Technology,1.4831177027453457,1.83193015279077,0.06769416742218182,Ticker:EXLS<br>Subsector:Information Technology Services<br>YF Recomm:Market Perform<br>YF Recomm Date:2020-05-13 15:26:26<br>averageVolume10days:211650<br>Down:0.06769416742218182,1.3538833484436363,
359,FOE,2020-04-16 13:53:21,Buy,Specialty Chemicals,493375,12.44,8.91,8.19,9.42,15.0,-47.26,8.7,798.86,103.14,1030.0,Basic Materials,7.829745976342836,-17.087600507829034,0.20578778135048226,Ticker:FOE<br>Subsector:Specialty Chemicals<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-16 13:53:21<br>averageVolume10days:493375<br>Down:0.20578778135048226,4.115755627009645,#09f349
360,FGEN,2019-08-26 16:44:28,Buy,Biotechnology,732075,33.6,36.96,32.79,31.57,44.92,-84.47,12.35,37.61,-64.24,2960.0,Healthcare,-0.777708592777086,-0.5914525867171777,0.3369047619047618,Ticker:FGEN<br>Subsector:Biotechnology<br>YF Recomm:Buy<br>YF Recomm Date:2019-08-26 16:44:28<br>averageVolume10days:732075<br>Down:0.3369047619047618,6.738095238095236,#09f349
362,FITB,2020-06-02 12:27:42,Outperform,Banks—Regional,8422187,24.0,17.64,13.46,17.35,30.23,2664.0,2041.0,14426.0,2553.0,15210.0,Financial Services,6.45005875440658,6.181306306306307,0.2595833333333333,Ticker:FITB<br>Subsector:Banks—Regional<br>YF Recomm:Outperform<br>YF Recomm Date:2020-06-02 12:27:42<br>averageVolume10days:8422187<br>Down:0.2595833333333333,5.1916666666666655,
363,FSLR,2020-05-11 14:29:22,Market Outperform,Solar,1153300,50.0,43.4,33.44,35.96,57.86,-494.52,17.51,454.19,43.69,5240.0,Technology,10.796520943007554,-0.9538542424977756,0.1572,Ticker:FSLR<br>Subsector:Solar<br>YF Recomm:Market Outperform<br>YF Recomm Date:2020-05-11 14:29:22<br>averageVolume10days:1153300<br>Down:0.1572,3.144,
364,FISV,2020-05-12 16:33:44,Buy,Information Technology Services,4002350,107.48,101.54,88.01,103.42,116.33,2074.0,287.0,21612.0,3387.0,72870.0,Technology,6.465603779155595,10.558823529411764,0.08234090063267585,Ticker:FISV<br>Subsector:Information Technology Services<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-12 16:33:44<br>averageVolume10days:4002350<br>Down:0.08234090063267585,1.646818012653517,#09f349
366,FLT,2020-05-11 17:41:55,Buy,Information Technology Services,950762,251.73,231.75,173.22,235.46,284.56,1086.9,970.97,3289.95,1510.76,21510.0,Technology,2.8203817945934495,3.9202502530131564,0.13041751082509045,Ticker:FLT<br>Subsector:Information Technology Services<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-11 17:41:55<br>averageVolume10days:950762<br>Down:0.13041751082509045,2.608350216501809,#09f349
367,FLIR,2020-05-13 10:15:18,In-Line,Scientific & Technical Instruments,1562112,47.54,41.6,30.57,31.96,52.24,325.58,12.44,648.42,376.39,6190.0,Technology,1.7557852227742503,2.029792984827078,0.0988641144299538,Ticker:FLIR<br>Subsector:Scientific & Technical Instruments<br>YF Recomm:In-Line<br>YF Recomm Date:2020-05-13 10:15:18<br>averageVolume10days:1562112<br>Down:0.0988641144299538,1.977282288599076,
369,FLR,2020-04-27 11:18:35,Neutral,Engineering & Construction,3127425,12.58,9.97,5.97,6.98,19.09,-48.83,26.89,1661.57,698.41,1780.0,Industrials,2.417577067911399,-34.57833299201311,0.5174880763116056,Ticker:FLR<br>Subsector:Engineering & Construction<br>YF Recomm:Neutral<br>YF Recomm Date:2020-04-27 11:18:35<br>averageVolume10days:3127425<br>Down:0.5174880763116056,10.349761526232113,
371,FL,2020-05-28 13:10:32,Neutral,Footwear & Accessories,2799612,30.98,23.35,19.79,22.72,39.1,509.0,518.0,122.0,828.0,3240.0,Consumer Cyclical,0.7729468599033816,1.2573673870333988,0.26210458360232414,Ticker:FL<br>Subsector:Footwear & Accessories<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-28 13:10:32<br>averageVolume10days:2799612<br>Down:0.26210458360232414,5.242091672046483,
373,FORR,2015-10-06 05:54:24,Market Perform,Consulting Services,67500,35.35,33.68,25.69,30.35,43.12,36.52,9.38,121.17,43.68,630.0,Industrials,2.9887820512820515,3.5747535596933186,0.21980198019801978,Ticker:FORR<br>Subsector:Consulting Services<br>YF Recomm:Market Perform<br>YF Recomm Date:2015-10-06 05:54:24<br>averageVolume10days:67500<br>Down:0.21980198019801978,4.3960396039603955,
375,FTV,2020-05-06 12:19:00,Outperform,Scientific & Technical Instruments,2111725,70.26,60.93,54.91,59.66,76.69,1158.9,1500.0,4828.4,1430.3,22600.0,Technology,4.4245263231489895,5.460695487099835,0.09151722174779375,Ticker:FTV<br>Subsector:Scientific & Technical Instruments<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-06 12:19:00<br>averageVolume10days:2111725<br>Down:0.09151722174779375,1.830344434955875,
378,BEN,2020-05-15 12:35:05,Hold,Asset Management,4098912,22.99,18.33,15.86,17.83,25.52,-32.1,0.0,696.9,1736.6,10450.0,Financial Services,0.40130139352758265,-21.710280373831775,0.11004784688995217,Ticker:BEN<br>Subsector:Asset Management<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-15 12:35:05<br>averageVolume10days:4098912<br>Down:0.11004784688995217,2.2009569377990434,
379,FCX,2020-05-21 14:48:49,Buy,Copper,21805200,10.76,8.7,6.31,7.53,12.8,1892.0,17.0,11124.0,6508.0,14720.0,Basic Materials,1.7118930547019053,5.888477801268499,0.18959107806691455,Ticker:FCX<br>Subsector:Copper<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-21 14:48:49<br>averageVolume10days:21805200<br>Down:0.18959107806691455,3.791821561338291,#09f349
382,FNKO,2020-04-22 10:33:37,Neutral,Leisure,1107875,6.82,4.05,3.83,5.02,16.46,48.5,13.69,202.82,91.39,310.0,Consumer Cyclical,2.3690775796038954,4.464123711340206,1.4134897360703813,Ticker:FNKO<br>Subsector:Leisure<br>YF Recomm:Neutral<br>YF Recomm Date:2020-04-22 10:33:37<br>averageVolume10days:1107875<br>Down:1.4134897360703813,28.269794721407628,
383,GTHX,2020-05-12 15:21:33,Overweight,Biotechnology,596025,18.56,13.47,9.79,12.46,30.03,-102.29,0.68,9.54,-128.69,690.0,Healthcare,-0.07941565001165592,-0.09991201485971256,0.6179956896551726,Ticker:GTHX<br>Subsector:Biotechnology<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-12 15:21:33<br>averageVolume10days:596025<br>Down:0.6179956896551726,12.359913793103452,
384,GPS,2020-06-05 12:01:24,Neutral,Apparel Retail,19465850,12.79,7.94,5.67,10.41,16.78,709.0,920.0,1250.0,1131.0,4450.0,Consumer Cyclical,1.9186560565870912,3.06064880112835,0.3119624706802191,Ticker:GPS<br>Subsector:Apparel Retail<br>YF Recomm:Neutral<br>YF Recomm Date:2020-06-05 12:01:24<br>averageVolume10days:19465850<br>Down:0.3119624706802191,6.239249413604382,
385,GTX,2020-03-31 15:02:10,Underweight,Auto Parts,1027400,6.28,4.93,2.85,4.55,10.5,140.0,4.0,1409.0,428.0,450.0,Consumer Cyclical,3.3014018691588785,10.092857142857143,0.6719745222929936,Ticker:GTX<br>Subsector:Auto Parts<br>YF Recomm:Underweight<br>YF Recomm Date:2020-03-31 15:02:10<br>averageVolume10days:1027400<br>Down:0.6719745222929936,13.439490445859871,
